Company Name,Type,Traded,Traded as,ISIN,Domain,Industry,Founded,Founders,Headquarters,Number of locations,Area served,Products,Services,Revenue,Operating income,Net income,Total assets,Total equity,Key people,Number of employees,Subsidiaries,Divisions,Website
Viatris,Public,Nasdaq,VTRSS&,US92556V1061,Biotechnology,Pharmaceuticals,"November 16, 2020",,"Canonsburg, Pennsylvania",,Worldwide,Medicinesgeneric drugsbiosimilarsactive pharmaceutical ingredients,, $11.946 billion ,, $0.670 billion , $61.553 billion , $22.951 billion ,Robert J. Coury (Executive Chairman)Michael Goettler (CEO)Sanjeev Narula (CFO)W. Don Cornwell (Director)James M. Kilts (Director)Ian Read (Director),"45,000",,,www.viatris.com
Viavi Solutions,Public,Nasdaq,VIAVS&,,Software/Hardware,"Network test, measurement and assurance technology",2015,,"7047 E. Greenway Pkwy, Suite 250Scottsdale, AZ 85254",,,,, US$ 906.3 †million ,,,,,"Richard Belluzzo, ChairmanOleg Khaykin, President and CEO","3,600",,,viavisolutions.com
Vicor Corporation,Public,Nasdaq,VICRS&,,Manufacturing,Diversified Electronics,1981,,"Andover, MA",,,See article,, $227.83 million ,,, $165.72 million , $136.42 million ,"Patrizio Vinciarelli, chairman of the board, president and chief executive officer",970,,,www.vicorpower.com
"View, Inc.",Public,Nasdaq,VIEW,,Manufacturing,"Smart glass, Smart Building Solutions",2007,Paul Nguyen & Mike Scobey,"Milpitas, California, United States",,,,,,,,,,Rao Mulpuri (CEO),,,,www.view.com
Vimeo,"	Video hsting",Nasdaq,VMEO,,Entertainment/Gaming,"Video hosting, sharing, and services platform",Nov-04,,"New York City, United States",,,Vimeo OTTVimeo LivestreamVimeo StockVimeo EnterpriseVimeo CreateVimeo Record,, 199.4 Million ,,,,,,,VHXVimeo LivestreamMagisto,,
Virco,Public,Nasdaq,VIRC,,Manufacturing,Furniture manufacturingSchool furnishings retailer,1950,Julian Virtue,"Torrance, California, U.S.",,United States and Canada,,, $191.1 million , $5.92 million , $2.34 million, 138.99 million , 54.82 million ,Robert A. Virtue - Chairman of the Board and CEODouglas A. Virtue - President,825,,Virsan SA de CV (former),virco.com
Virtu Financial,Public,Nasdaq,VIRT,,Finance/Insurance,Financial services,2008,Vincent Viola,"New York City, U.S.",,,"High-frequency trading, market making",, US$ 1878.7 million ,, US$ 620.2 million, US$ 7.38 billion , US$ 1.49 billion ,"Robert Greifeld (Executive Chairman), Vincent Viola (Chairman Emeritus), Douglas Cifu (Chief Executive Officer)",976,"KCG Holdings, Investment Technology Group, Global Electronic Trading Company,  Nyenburgh Holding B.V.",,www.virtu.com
Virtus Investment Partners,Public,Nasdaq,VRTSS&,,Service,Asset Management,"November 1, 1995",,"Hartford, Connecticut, U.S.",,,Virtus mutual funds; closed-end funds; retail separate accounts;  exchange-traded funds; institutional investment management services,,,,,,,"George R. Aylward, President and CEO  Timothy A. Holt, Chairman of the Board",581,,,www.virtus.com
Vislink Technologies,Public,,,,Telecom,Wireless Communications,2002,,"Hackettstown, New Jersey, U.S.",,,,, $28.9 Million ,,,,,Carleton M. Miller (CEO)(January 2020 - present),,,,www.vislink.com
Vista Bank,,,,,Banking,Banking,1912,,"Dallas, Texas",,Texas,,,,,,$1.3 billion,,"John D. Steinmetz (President & CEO), Auden Herrera (COO), Robert Bruce (CFO), Jared Craighead (Chief of Staff) and Cathy Landtroop (CCO).",,,,http://www.vistabank.com
Visteon,Public,Nasdaq,VCS&,,Automotive,Automotive industry,"2000 in Michigan, USA",,"Van Buren Township, Michigan, USA",,Worldwide,Automotive cockpit electronics,,US$2.945 billion †,,,,,Sachin Lawande (President and CEO),"8,000",,,visteon.com
VocalTec,Public,(Nasdaq,CALL),,Telecom,Telecommunications,1985,Alon Cohen Lior Haramaty,"West Palm Beach, Florida, Netanya, Israel",,,VoIP,, US$ 158.36 million , US$ 43.56 million , US$ 55.85 million, US$ 194.23 million , US$ 49.09 million ,"Daniel Borislow, CEO",,magicJack,,vocaltec.com
Vodafone,Public limited company,LSE,VOD,,Telecom,Telecommunications,16-Sep-91,Ernest HarrisonGerry Whent,"Newbury, Berkshire, England, UK",,Worldwide,Fixed telephonyMobile telephonyBroadbandDigital televisionInternet televisionIPTVIoT,,Euro 44.974 billion ,Euro 4.099 billion ,Euro 455 million,Euro 168.168 billion ,Euro 62.625 billion ,Jean-Fran√ßois van Boxmeer (chair ≠person) †Nick Read (CEO) †,"93,000",List Vodacom Group  Vodafone Albania  Vodafone Australia  Vodafone Czech Republic  Vodafone Egypt  Vodafone Espa√±a  Vodafone Germany  Vodafone Ghana  Vodafone Greece  Vodafone Hungary  Vodafone Iceland  Airtel-Vodafone  Vodafone Idea  Vodafone Ireland  Vodafone Italy  Vodafone Netherlands  Vodafone Portugal  Vodafone Romania  Vodafone Turkey  Vodafone Qatar  Vodafone UK  Vodafone UkraineVodafone United StatesVodafone FranceVodafone ArgentinaVodafone BrazilVodafone MexicoVodafone RussiaVodafone Middle EastVodafone JapanVodafone KoreaVodafone PhilippinesVodafone ThailandVodafone MalaysiaVodafone PolynesiaVodafone Cook IslandsVodafone IndonesiaUPC RomaniaUPC Czech RepublicUPC Magyarorsz√°gUnitymediaMobitel BahrainMobitel IraqMobitel Jordan,Vodafone Global Enterprise,www.vodafone.com
Voltari,Public,Nasdaq,VLTC,,Real Estate,Commercial Real Estate,01-Jan-01,,"New York, New York, USA",,Worldwide,,,,,,,,Kenneth GoldmanPrincipal Executive OfficerPeter KaourisPrincipal Financial OfficerPeter K. SheaChairmanSachin LatawaIndependent DirectorJaffrey Adam FirestoneIndependent DirectorKevin LewisIndependent Director,,,,www.voltari.com
Voxeljet,Limited Partnership,Nasdaq,VJET,US92912L1070,Manufacturing,Manufacturer,1999,,"Friedberg (Bavaria), Germany",,Worldwide,,,$22.34 million ,,,,,"Ingo Ederer, CEORudolf Franz, COO/CFO",282,,,www.voxeljet.com
Voxx International,Public,Nasdaq,VOXX,,Electronics,Consumer electronics company,1960,John J. Shalam,"2351 J. Lawson Blvd.Orlando, Florida ",,,Consumer electronicsMobile electronicsAccessoriesPremium High End Audio,,US$464.8M ,US$-41.2 Million ,US$-46.1M ,US$508.8M ,US$395.1M ,John J. Shalam (Chairman)Patrick M. Lavelle (CEO) Charles M. Stoehr (CFO),885,,,www.voxxintl.com
Vringo,Public,Nasdaq,VRNG,,Electronics,Consumer electronicsTelecommunicationsVideo ringtones,2006,,"New York, NY",,,,,,,,,,"Andrew Perlman (CEO)Donald E. Stout (Director)Ashley C. Keller (Director)Alexander R. Berger (Director, COO)H. Van Sinclair (Director)David L. Cohen (Chief Legal Officer)Clifford J. Weinstein (Executive Vice President)",,,,vringoip.com/cgi-bin/index.pl
Vroom (company),Public,Nasdaq,VRM,,Retail,E-commerce / Car Dealer,Aug-13,,"New York, New York, United States",,,Used Cars,, $1.1 Billion,,,,,"Paul Hennessy, CEO",800,,,vroom.com
VSE Corporation,Public,Nasdaq,VSEC,,Service,Technical Services,"1959, Virginia",,"Alexandria, Virginia, United States",,Worldwide,,"Supply chain management Parts supply and distribution Maintenance, repair, and overhaul ( ÄúMRO Äù) Vehicle and equipment maintenance and refurbishment Logistics Engineering Energy servicesIT and health care IT Consulting services", $752.6 million ,, $37.0 ; $35.1 million; $39.1 million,,,John A. Cuomo(President & CEO),"2,775",,,vsecorp.com
Vuzix,Public,Nasdaq,VUZI,,Software/Hardware,Technology,1997 in Rochester,Paul Travers,"Rochester, New York, United States",,,"M100 Smart Glasses, M300 Smart Glasses, M400 Smart Glasses, Blade Smart Glasses, iWear Video Headphones",,,,,,,,90,,,www.vuzix.com
Walgreens Boots Alliance,Public,Nasdaq,WBA,,Retail,Retail and pharmaceuticals,"December 31, 2014 ",,"Deerfield, Illinois, U.S.",,Worldwide,,, US$139.5 billion †, US$1.3 billion, US$456 million, US$87.2 billion, US$21.1 billion,Stefano Pessina (Executive Chairman)Rosalind Brewer (CEO),"4,50,000",,Retail Pharmacy USADuane ReadeWalgreensRetail Pharmacy InternationalBootsDollond & Aitchison (58%)Farmacias AhumadaFarmacias BenavidesPharmaceutical WholesaleAlliance Healthcare,walgreensbootsalliance.com
Warner Music Group,Public,Nasdaq,WMG,,Entertainment/Gaming,MusicEntertainment,"April 6, 1958",Jack L. Warner,"New York City, New York, United States",,Worldwide,,, US$4.475 billion , US$356 million , US$258 million, US$6.017 billion , -US$269 million ,Michael Lynton(Chairman)Len Blavatnik(Vice Chairman)Stephen Cooper(CEO),"4,520",,List of Warner Music Group labels,www.wmg.com
Washington Federal,Public,Nasdaq,WAFDS&,,Finance/Insurance,Financial services,"January 1, 1917",,"Seattle, Washington, United States",200+,"Washington (81), Oregon (46), Arizona (31), Idaho (24), Nevada (11), Utah (10), New Mexico (10), Texas (5)","Consumer Banking, Corporate Banking, Insurance, Investment Banking, Mortgage loans, Private Banking, Private equity, Wealth management, Credit cards, Financial Analysis",, US$ 621.265 million  , US$ 219.186 million , US$ 173.438 million, US$ $18.794 billion , US$ $2.014 billion ,"Brent J. Beardall, CEO","1,877",,,www.wafdbank.com
WD-40 Company,Public,Nasdaq,WDFCS&,,Chemical,Chemical,"September 23, 1953",,"San Diego, California, United States",,,"WD-40, 3-In-One Oil, Lava, Spot Shot, X-14, Carpet Fresh, and 2000 Flushes",, US$380.5 million , US$75.9 million , US$52.9 million, US$369.7 million , US$139.3 million ,Garry Ridge (CEO),,,,www.wd40company.com
Weibo Corporation,Public,Nasdaq,WB,,Telecom,Internet,"August 09, 2010",,"Beijing, China",,,Social network,,,,,,,Liu Yunli (ÂàòËøêÂà©)(Chairman & CEO),,,,
Werner Enterprises,Public,Nasdaq,WERNS&,,Transportation/Logistics,Transportation and logistics,,Clarence L. (CL) Werner,"Omaha, Nebraska, U.S.",,,,Freight managementFreight transport, US$ 2.12 billion , US$ 143.82 million , US$ 202.9 million, US$ 1.81 billion , US$ 1.185 billion ,"Derek J. Leathers(Chairman, President & CEO)Clarence L. Werner(Chairman Emeritus)John J. Steele(Executive Vice President & CFO)","12,784",,,www.werner.com
WesBanco,Public,Nasdaq,WSBC,,Banking,Banking,1870,,"Wheeling, West Virginia, U.S.",,,,, $286 million ,, $0.086 billion , $14.900 billion , $1.341 billion ," James C. Gardill, ChairmanTodd F. Clossin, CEO & PresidentRobert H. Young, CFO","1,928",,,www.wesbanco.com
West Coast Bancorp,Public,,,,Finance/Insurance,Finance and Insurance,1925,,"Lake Oswego, Oregon, U.S.",,"Oregon, western Washington",Consumer bankingFinancial services,,$179.6 Million,,,,,,,West Coast Bank; West Coast Trust,,
West Marine,Private,,,,Retail,specialty retail and wholesale,1968,Randy Repass,"Watsonville, California",247,,Boating and Fishing,,,,,,,,"5,000",,,www.westmarine.com
Westamerica Bank,Public,Nasdaq,WABCS&,,Banking,"Banking, financial services",1973,,"San Rafael, California, U.S.","80 Branches, 2 Trust Offices",California,,, US$ 213.7 million , US$ 125.9 million , US$ 95.1 million, US$ 5 billion ,,David Payne (Chairman & CEO),"1,200",,,
Western Digital,Public,Nasdaq,WDCS&,,Software/Hardware,Computer storage,"April 23, 1970",Alvin B. Phillips,"San Jose, California, U.S.",,Worldwide,Hard disk drivesNAND Flash-based storage devicesStorage systems,, US$16.736 billion , US$335 million , US$ 250.0 million, US$25.662 billion , US$9.551 billion ,David Goeckeler (CEO),"63,800",,,www.westerndigital.com
Westport Innovations,,,,,Software/Hardware,technology,1980s,,"Vancouver, British Columbia, Canada",,France Sweden Italy ChinaAustralia United States,,,,,,,,,,,,
Westwater Resources,Public limited company,Nasdaq,WWR,,Miscelleneous,Industrial Metals & Minerals,1977,,"Centennial, Colorado",,U.S.,,,,,,,,Christopher M. Jones(President & CEO)Jeffrey L. Vigil(Vice President & CFO)Terence J. Cryan(Chairman of the Board)Dain A. McCoig(Vice President - Operations)Marvin K. Kaiser(Director)Tracy D. Pagliara(Director)Patrick N. Burke(Director)Karli Anderson(Director),,,,www.westwaterresources.net
Weyco Group,Public,Nasdaq,WEYS,,Retail,Footwear,1892,,"Glendale, Wisconsin",,,,, US$$320.5 million ,, US$19.8 million ,,,,640,"Florsheim Shoes, The Combs Company, Nunn Bush Shoe",,www.weycogroup.com
Wilhelmina Models,Public,Nasdaq,WHLM,,Entertainment/Gaming,Modeling and talent agency,1967,Wilhelmina CooperBruce Cooper,New York CityLos AngelesChicagoMiamiLondon,,Worldwide,,,,,,,,Mark E. Schwarz (CEO)James A. McCarthy (CFO),,,,wilhelmina.com
Willamette Valley Vineyards,Public,Nasdaq,WVVI,,Miscelleneous,Wine,1983,Jim Bernau and Don Voorhies,"Turner, Oregon United States",,,,,,,,,,,,,,www.wvv.com
Willdan Group,Public,Nasdaq,WLDN,,Service,Business Support Services,1964,,,,,,, US$ 272.25 million , US$ 12.77 million , US$ 10.03 million, US$ 301.84 million , US$ 144.29 million ,Thomas D. Brisbin(Chairman & CEO)Michael A. Bieber(President)Stacy B. McLaughlin(Vice President & CFO)Daniel Chow(COO),1202,,,Willdan.com
Willis Towers Watson,Public limited company,Nasdaq,WLTWS&,IE00BDB6Q211,Finance/Insurance,"Risk Management, Insurance",05-Jan-16,,"London, United Kingdom",,,"Risk management, Insurance brokerage, Advisory & Actuarial services, Human Capital & Benefits",, US$ 9.04 billion ,, US$ 1.07 billion ,,,"John Haley (CEO),Victor Ganzi (chairman)","46,600",,,Willis Towers Watson
Wingstop,Public,Nasdaq,WINGS&,,Hospitality,Restaurants,1994,Antonio SwadBernadette Fiaschetti,"Addison, Texas, U.S.","1,413 as of March 28, 2020",AustraliaColombiaIndonesiaMalaysiaMexicoPanamaRussiaSaudi ArabiaSingaporeUnited Arab EmiratesUnited StatesUnited Kingdom,"Chicken wings, chicken tenders, french fries, soft drinks",, US$70.7 million ,, US$13.2 million,,,Charles R. Morrison (CEO),,,,wingstop.com
Winmark,Public,Nasdaq,WINA,,Retail,Retail,1988,Ron Olson and Jeffrey Dahlberg,"Minneapolis, Minnesota",,,,,,,,,,Brett Heffes (CEO),,Wirth Business Credit,Music Go RoundOnce Upon a ChildPlato's ClosetPlay It Again SportsStyle Encore,www.winmarkcorporation.com
Wintrust Financial,Public,Nasdaq,WTFCS&,,Finance/Insurance,Financial services,"1991 Lake Forest, Illinois",Ed Wehmer,"Rosemont, Illinois, Rosemont, IL",,,"Consumer Banking, Corporate Banking, Insurance, Investment Banking, Mortgage loans, Private Banking, Private Equity, Wealth Management, Credit Cards, Financial Analysis",, $ 1.462 billion †,," $355,697 million", $ 36.62 billion,,"Ed Wehmer, CEO & Chairman; Tim Crane, President; David Dykstra, Vice Chairman & COO","5,057",,,wintrust.com
WisdomTree Investments,Public,Nasdaq,WETFS&,,Finance/Insurance,Investment Management,2006,,"New York, New York, U.S.",,,92 Exchange-Traded Funds (ETFs),,,,,,,"Jonathan Steinberg, CEO and President",204,Boost ETP,,https://www.wisdomtree.com
Wish (platform),Public,,,,Retail,Online shopping,"July 4, 2010",,"San Francisco, U.S.",,,,, $1.9 Billion,,,,,,,Wish Outlet Wish Express,,
Wix.com,Public,Nasdaq,WIX,,Telecom,Internet,2006,Avishai AbrahamiNadav AbrahamiGiora Kaplan,"Tel Aviv, Israel","19 (2021)List New York City, US  Los Angeles, California, US  San Francisco, California, US  Denver, Colorado, US  Miami Beach, Florida, US  Phoenix, Arizona, US  Beer Sheva, Israel  Haifa, Israel  Dnipro, Ukraine  Kyiv, Ukraine  New Delhi, India  Tokyo, Japan  Vilnius, Lithuania  Dublin, Ireland  Vancouver, Canada  Berlin, Germany  Sao Paulo, Brazil  Santana de Parnaiba, Brazil  Sydney",Worldwide,"Online services for stores, bookings, hotel, restaurants, video, music, shoutout, answers, logo maker","Website builder, Business Management, Web hosting service", US$1 †billion †,US$47.24million,, US$1.1 billion,US$20.00billion[bettersourceneeded],Mark Tluszcz (Chairman)Avishai Abrahami (CEO),"5,000",DeviantArtOpenRestflok,,www.wix.com
"Woodward, Inc.",Public,Nasdaq,WWD,US9807451037,Aerospace,"Aerospace, Industrial",1870,Amos Woodward,"Fort Collins, Colorado, United States",42 plants and offices in 12 countries †(2019),Worldwide,Control systems and components,, US$ 2.10 billion, US$ 280.18 million, US$ 200.51 million, US$ 2.76 billion, US$ 1.37 billion,"Thomas A. Gendron(Chairman, President, & CEO)Robert F. Weber Jr.(Vice Chairman & CFO)Tom Cromwel|(Vice Chairman & COO)","9,000",,,www.woodward.com
"Workday, Inc.",Public,Nasdaq,WDAY,US98138H1014,Software/Hardware,Cloud computingSoftware,Mar-05,Dave DuffieldAneel Bhusri,"Pleasanton, California, U.S.",,Global,"Human capital management, payroll, financial management, and student administration",SoftwareRecruitingHuman Resources, US$ 4.32 billion , US$ 73.3 million  , US$ 481 million , US$ 8.72 billion  , US$ 3.28 billion  ,"Dave Duffield(Chairman Emeritus of the Board)Aneel Bhusri(Chairman of the Board, Co-CEO)Chano Fernandez(Co-CEO)Robynne D. Sisco(Co-President & CFO)","12,500",,,www.workday.com
Workhorse Group,Public,Nasdaq,WKHS,,Transportation/Logistics,Transportation,1998,Stephen Burns,"Cincinnati, Ohio, United States",2,North America,,,,,,,,Richard Dauch (CEO),118,,,workhorse.com 
Workhorse Group,Public,Nasdaq,WKHS,,Transportation/Logistics,Transportation,1998,Stephen Burns,"Cincinnati, Ohio, United States",2,North America,,,,,,,,Richard Dauch (CEO),118,,,workhorse.com 
WPCS International,,Nasdaq,WPCS,,Software/Hardware,Engineering,2002,Andrew Hidalgo,"Exton, Pennsylvania",,,,,,,,,,,500,,,
WSFS Bank,Public,Nasdaq,WSFSS&,,Finance/Insurance,Financial Services,1832,,"Wilmington, Delaware, U.S.",,DelawareNew JerseyNevadaPennsylvaniaVirginia,"Banking, Wealth Management",,,,,,,"Rodger Levenson, Chairman, President and CEO Willard Hall, Founder and First President","1,838",,,wsfsbank.com
WW International,Public,Nasdaq,WWS&,,Miscelleneous,Weight loss and managemtnt,"May 15, 1963",,"675 Avenue of the Americas, 6th Floor New York, NY 10010",,,"Weight loss, Packaged foods, Exercise products",, $1.5 billion , $267.305 million , $163.514 million, 1.246 billion , -1.015 billion ,"Mindy Grossman, President & CEO","18,000",,,weightwatchers.com
Wynn Resorts,Public,Nasdaq,WYNNS&,,Hospitality,"Hospitality, Tourism, Gaming",2002,Steve WynnKazuo Okada,"Las Vegas Strip (Paradise), Nevada, U.S.",,Macau (China)Las Vegas Valley (USA)Massachusetts (USA),"Casinos, Entertainment, Gaming and Resorts",, US$6.61 billion , US$$878.3 million , US$311.4 million, US$13.87 billion , US$1.54 billion ,Matthew Maddox (CEO),"30,200",,,wynnresorts.com
Xcel Energy,Public,Nasdaq,XEL,,Energy,"Electricity, Steam and Natural Gas Utility",1909,,"Minneapolis, Minnesota, U.S.",,,,, US$11.526 billion , US$2.116 billion , US$1.473 billion , US$53.957 billion , US$14.575 billion  ,"Ben Fowke(Chairman, President, & CEO)Robert C. Frenzel(Executive VP & CFO)Jeffrey S. Savage(Senior VP & Controller)","11,075",,,www.xcelenergy.com 
Xerox,Public,Nasdaq,XRXS&,,Software/Hardware,Information technology,"April 18, 1906",Joseph C. WilsonChester Carlson,"Norwalk, Connecticut, U.S.",,Worldwide,"Office printers, production printers & digital presses, multi-function printers, wide format printers, projectors, scanners copiers, and other office equipment",Document services, US$7.02 billion , US$417 million , US$192 million, US$14.74 billion , US$5.59 billion ,Keith Cozza (chairman)John Visentin (vice chairman Äã †and CEO),"24,700",,,www.xerox.com
Xilinx,Public,Nasdaq,XLNX,,Manufacturing,Integrated circuits,1984,James V. Barnett IIRoss FreemanBernie Vonderschmitt,"San Jose, California, U.S.",,Worldwide,"FPGAs, CPLDs",, US$ 3.16 †billion, US$ 791.888million , US$ 792.721 million, US$  4.693billion , US$ 2.315billion ,"Dennis Segers (chairman of the board)Victor Peng (president, CEO)Brice Hill (CFO)Ivo Bolsens (senior vice president, CTO)Kevin Cooney (senior vice president, CIO)Catia Hagopian (senior vice president, general counsel)Vincent L. Tong (executive vice president, global operations and quality)Liam Madden (executive vice president, hardware and systems product development)Matt Poirier (senior vice president, corporate development and investor relations)Salil Raje (executive vice president, software and IP products)Marilyn Stiborek Meyer (senior vice president, global human resources)Mark Wadlington (senior vice president, global sales)","4,891",,,www.xilinx.com 
